# weapon-combos.txt
#
# Vagrant Story weapon combination tables
#
# Lines beginning with "--" identify item types
#
# It is possible for a different combination to result from swapped items.
# For example usually A + B = C but sometimes B + A = D
#
# Taken from Combination Guide
# Author:  Jay Tilton
# Email:  tiltonj@erols.com
# Copyright Jay Tilton, 2000

--Dagger + Dagger
# First Slot      |Second Slot       |Result             |(if different)     
# ================ ==================  =================== ===================
Battle Knife      |Battle Knife      | Battle Knife      |
Bishop's Crosier  |Pole Axe          | Cranequin         |
Bishop's Crosier  |Bardysh           | Firangi           |
Bishop's Crosier  |Brandestoc        | Awl Pike          |
Sage's Cane       |Spear             | Shamanic Staff    |
Sage's Cane       |Glaive            | Summoner Baton    |
Sage's Cane       |Scorpion          | Summoner Baton    |
Sage's Cane       |Corcesca          | Clergy Rod        |
Sage's Cane       |Trident           | Summoner Baton    |
Sage's Cane       |Awl Pike          | Summoner Baton    |
Sage's Cane       |Boar Spear        | Shamanic Staff    |
Sage's Cane       |Fauchard          | Shamanic Staff    |
Sage's Cane       |Voulge            | Bishop's Crosier  |
Sage's Cane       |Pole Axe          | Bishop's Crosier  |
Sage's Cane       |Bardysh           | Cinquedea         |
Sage's Cane       |Brandestoc        | Lug Crossbow      |

--Staff + Crossbow
# First Slot      |Second Slot       |Result             |(if different)     
# ================ ==================  =================== ===================
Wizard Staff      |Gastraph Bow      | Spatha            |
Wizard Staff      |Light Crossbow    | Battle Knife      |
Wizard Staff      |Target Bow        | Broad Sword       |
Wizard Staff      |Windlass          | Light Crossbow    |
Wizard Staff      |Cranequin         | Light Crossbow    |
Wizard Staff      |Lug Crossbow      | Target Bow        |
Wizard Staff      |Siege Bow         | Windlass          |
Wizard Staff      |Arbalest          | Cranequin         |
Clergy Rod        |Gastraph Bow      | Wizard Staff      |
Clergy Rod        |Light Crossbow    | Scimitar          |
Clergy Rod        |Target Bow        | Scramasax         |
Clergy Rod        |Windlass          | Norse Sword       |
Clergy Rod        |Cranequin         | Target Bow        |
Clergy Rod        |Lug Crossbow      | Target Bow        |
Clergy Rod        |Siege Bow         | Target Bow        |
Clergy Rod        |Arbalest          | Windlass          |
Summoner Baton    |Gastraph Bow      | Wizard Staff      |
Summoner Baton    |Light Crossbow    | Clergy Rod        |
Summoner Baton    |Target Bow        | Rapier            |
Summoner Baton    |Windlass          | Dirk              |
Summoner Baton    |Cranequin         | Katana            |
Summoner Baton    |Lug Crossbow      | Windlass          |
Summoner Baton    |Siege Bow         | Windlass          |
Summoner Baton    |Arbalest          | Windlass          |
Shamanic Staff    |Gastraph Bow      | Clergy Rod        |
Shamanic Staff    |Light Crossbow    | Clergy Rod        |
Shamanic Staff    |Target Bow        | Summoner Baton    |
Shamanic Staff    |Windlass          | Short Sword       |
Shamanic Staff    |Cranequin         | Throwing Knife    |
Shamanic Staff    |Lug Crossbow      | Executioner       |
Shamanic Staff    |Siege Bow         | Cranequin         |
Shamanic Staff    |Arbalest          | Cranequin         |
Bishop's Crosier  |Gastraph Bow      | Summoner Baton    |
Bishop's Crosier  |Light Crossbow    | Clergy Rod        |
Bishop's Crosier  |Target Bow        | Summoner Baton    |
Bishop's Crosier  |Windlass          | Shamanic Staff    |
Bishop's Crosier  |Cranequin         | Firangi           |
Bishop's Crosier  |Lug Crossbow      | Kudi              |
Bishop's Crosier  |Siege Bow         | Claymore          |
Bishop's Crosier  |Arbalest          | Lug Crossbow      |
Sage's Cane       |Gastraph Bow      | Shamanic Staff    |
Sage's Cane       |Light Crossbow    | Summoner Baton    |
Sage's Cane       |Target Bow        | Summoner Baton    |
Sage's Cane       |Windlass          | Shamanic Staff    |
Sage's Cane       |Cranequin         | Bishop's Crosier  |
Sage's Cane       |Lug Crossbow      | Shamshir          |
Sage's Cane       |Siege Bow         | Cinquedea         |
Sage's Cane       |Arbalest          | Schiavona         |

--Heavy Mace + Heavy Mace
# First Slot      |Second Slot       |Result             |(if different)     
# ================ ==================  =================== ===================
Langdebeve        |Langdebeve        | Langdebeve        |
Langdebeve        |Sabre Mace        | Langdebeve        |
Langdebeve        |Footman's Mace 2H | Langdebeve        |
Langdebeve        |Gloomwing         | Sabre Mace        |
Langdebeve        |Mjolnir           | Sabre Mace        |
Langdebeve        |Griever           | Footman's Mace 2H |
Langdebeve        |Destroyer         | Gloomwing         |
Langdebeve        |Hand of Light     | Langdebeve        |
Sabre Mace        |Sabre Mace        | Sabre Mace        |
Sabre Mace        |Footman's Mace 2H |+Gloomwing         |
Sabre Mace        |Gloomwing         |-Langdebeve        |
Sabre Mace        |Mjolnir           | Footman's Mace 2H |
Sabre Mace        |Griever           | Sabre Mace        |
Sabre Mace        |Destroyer         | Footman's Mace 2H |
Sabre Mace        |Hand of Light     | Sabre Mace        |
Footman's Mace 2H |Footman's Mace 2H | Footman's Mace 2H |
Footman's Mace 2H |Gloomwing         |+Mjolnir           |
Footman's Mace 2H |Mjolnir           |-Sabre Mace        |
Footman's Mace 2H |Griever           | Mjolnir           |
Footman's Mace 2H |Destroyer         |-Sabre Mace        |
Footman's Mace 2H |Hand of Light     | Footman's Mace 2H |
Gloomwing         |Gloomwing         | Gloomwing         |
Gloomwing         |Mjolnir           |-Langdebeve        |
Gloomwing         |Griever           | Gloomwing         |
Gloomwing         |Destroyer         | Gloomwing         |
Gloomwing         |Hand of Light     | Gloomwing         |
Mjolnir           |Mjolnir           |+Griever           |
Mjolnir           |Griever           |-Langdebeve        |
Mjolnir           |Destroyer         | Mjolnir           |
Mjolnir           |Hand of Light     | Mjolnir           |
Griever           |Griever           |+Destroyer         |
Griever           |Destroyer         |-Footman's Mace 2H |
Griever           |Hand of Light     | Griever           |
Destroyer         |Destroyer         | Destroyer         |
Destroyer         |Hand of Light     | Destroyer         |
Hand of Light     |Hand of Light     | Hand of Light     |

--Heavy Mace + Polearm
# First Slot      |Second Slot       |Result             |(if different)     
# ================ ==================  =================== ===================
Langdebeve        |Spear             | Gastraph Bow      |
Langdebeve        |Glaive            | Spatha            |
Langdebeve        |Scorpion          | Spear             |
Langdebeve        |Corcesca          | Glaive            |
Langdebeve        |Trident           | Glaive            |
Langdebeve        |Awl Pike          | Scorpion          |
Langdebeve        |Boar Spear        | Corcesca          |
Langdebeve        |Fauchard          | Trident           |
Langdebeve        |Voulge            | Awl Pike          |
Langdebeve        |Pole Axe          | Boar Spear        |
Langdebeve        |Bardysh           | Fauchard          |
Langdebeve        |Brandestoc        | Voulge            |
Sabre Mace        |Spear             | Langdebeve        |
Sabre Mace        |Glaive            | Battle Knife      |
Sabre Mace        |Scorpion          | Light Crossbow    |
Sabre Mace        |Corcesca          | Scimitar          |
Sabre Mace        |Trident           | Glaive            |
Sabre Mace        |Awl Pike          | Glaive            |
Sabre Mace        |Boar Spear        | Glaive            |
Sabre Mace        |Fauchard          | Corcesca          |
Sabre Mace        |Voulge            | Trident           |
Sabre Mace        |Pole Axe          | Awl Pike          |
Sabre Mace        |Bardysh           | Boar Spear        |
Sabre Mace        |Brandestoc        | Fauchard          |
Footman's Mace 2H |Spear             | Langdebeve        |
Footman's Mace 2H |Glaive            | Langdebeve        |
Footman's Mace 2H |Scorpion          | Sabre Mace        |
Footman's Mace 2H |Corcesca          | Scramasax         |
Footman's Mace 2H |Trident           | Target Bow        |
Footman's Mace 2H |Awl Pike          | Rapier            |
Footman's Mace 2H |Boar Spear        | Scorpion          |
Footman's Mace 2H |Fauchard          | Corcesca          |
Footman's Mace 2H |Voulge            | Corcesca          |
Footman's Mace 2H |Pole Axe          | Trident           |
Footman's Mace 2H |Bardysh           | Awl Pike          |
Footman's Mace 2H |Brandestoc        | Boar Spear        |
Gloomwing         |Spear             | Langdebeve        |
Gloomwing         |Glaive            | Langdebeve        |
Gloomwing         |Scorpion          | Sabre Mace        |
Gloomwing         |Corcesca          | Sabre Mace        |
Gloomwing         |Trident           | Footman's Mace 2H |
Gloomwing         |Awl Pike          | Dirk              |
Gloomwing         |Boar Spear        | Windlass          |
Gloomwing         |Fauchard          | Short Sword       |
Gloomwing         |Voulge            | Corcesca          |
Gloomwing         |Pole Axe          | Corcesca          |
Gloomwing         |Bardysh           | Trident           |
Gloomwing         |Brandestoc        | Awl Pike          |
Mjolnir           |Spear             | Sabre Mace        |
Mjolnir           |Glaive            | Langdebeve        |
Mjolnir           |Scorpion          | Sabre Mace        |
Mjolnir           |Corcesca          | Sabre Mace        |
Mjolnir           |Trident           | Footman's Mace 2H |
Mjolnir           |Awl Pike          | Footman's Mace 2H |
Mjolnir           |Boar Spear        | Gloomwing         |
Mjolnir           |Fauchard          | Throwing Knife    |
Mjolnir           |Voulge            | Cranequin         |
Mjolnir           |Pole Axe          | Firangi           |
Mjolnir           |Bardysh           | Trident           |
Mjolnir           |Brandestoc        | Trident           |
Griever           |Spear             | Footman's Mace 2H |
Griever           |Glaive            | Sabre Mace        |
Griever           |Scorpion          | Sabre Mace        |
Griever           |Corcesca          | Sabre Mace        |
Griever           |Trident           | Footman's Mace 2H |
Griever           |Awl Pike          | Footman's Mace 2H |
Griever           |Boar Spear        | Gloomwing         |
Griever           |Fauchard          | Gloomwing         |
Griever           |Voulge            | Mjolnir           |
Griever           |Pole Axe          | Kudi              |
Griever           |Bardysh           | Lug Crossbow      |
Griever           |Brandestoc        | Shamshir          |
Destroyer         |Spear             | Gloomwing         |
Destroyer         |Glaive            | Footman's Mace 2H |
Destroyer         |Scorpion          | Footman's Mace 2H |
Destroyer         |Corcesca          | Sabre Mace        |
Destroyer         |Trident           | Footman's Mace 2H |
Destroyer         |Awl Pike          | Footman's Mace 2H |
Destroyer         |Boar Spear        | Gloomwing         |
Destroyer         |Fauchard          | Gloomwing         |
Destroyer         |Voulge            | Mjolnir           |
Destroyer         |Pole Axe          | Mjolnir           |
Destroyer         |Bardysh           | Griever           |
Destroyer         |Brandestoc        | Cinquedea         |
Hand of Light     |Spear             | Spear             |
Hand of Light     |Glaive            | Trident           | Glaive
Hand of Light     |Scorpion          | Scorpion          |
Hand of Light     |Corcesca          | Spear             | Corcesca
Hand of Light     |Trident           | Destroyer         | Trident
